dthr,indicativo,lat,lon
2023-11-15 18:24:59.000,PRBBC,-23.59385556025819,-46.55010685607515
2023-11-15 18:25:03.000,PRBBC,-23.594403638278614,-46.547685496051535
2023-11-15 18:25:07.000,PRBBC,-23.59435070862555,-46.54503190403695
2023-11-15 18:25:11.000,PRBBC,-23.594263630809223,-46.542327084377284
2023-11-15 18:25:15.000,PRBBC,-23.59222498546223,-46.53897338121341
2023-11-15 18:25:19.000,PRBBC,-23.591190296115265,-46.53579385204277
2023-11-15 18:25:23.000,PRBBC,-23.590879547829545,-46.53271336298593
2023-11-15 18:25:27.000,PRBBC,-23.59067636625811,-46.530558386716685
2023-11-15 18:25:31.000,PRBBC,-23.590450988380553,-46.52753254048125
2023-11-15 18:25:35.000,PRBBC,-23.59041854762545,-46.524421314837376
2023-11-15 18:25:39.000,PRBBC,-23.590225610502998,-46.5225702892622
2023-11-15 18:25:43.000,PRBBC,-23.59002584374789,-46.51955127337945
2023-11-15 18:25:47.000,PRBBC,-23.589441910156037,-46.51680205642739
2023-11-15 18:25:51.000,PRBBC,-23.58931897676828,-46.51486565144377
2023-11-15 18:25:55.000,PRBBC,-23.58906115813562,-46.51188420250073
2023-11-15 18:25:59.000,PRBBC,-23.588755532074387,-46.508953981202765
2023-11-15 18:26:03.000,PRBBC,-23.588159646625392,-46.507147352919986
2023-11-15 18:26:07.000,PRBBC,-23.587934268747837,-46.504206886093
2023-11-15 18:26:11.000,PRBBC,-23.587488635217213,-46.50140644149588
2023-11-15 18:26:15.000,PRBBC,-23.587280331421287,-46.50017697801422
2023-11-15 18:26:19.000,PRBBC,-23.58705495354373,-46.496546645566966
2023-11-15 18:26:23.000,PRBBC,-23.586829575666176,-46.49362666979801
2023-11-15 18:26:27.000,PRBBC,-23.586153442033503,-46.492581625838596
2023-11-15 18:26:31.000,PRBBC,-23.5855951195641,-46.489101561150214
2023-11-15 18:26:35.000,PRBBC,-23.585096556380417,-46.486311362082105
2023-11-15 18:26:39.000,PRBBC,-23.58486605627837,-46.484976028133964
2023-11-15 18:26:44.000,PRBBC,-23.584389689400805,-46.481567682148686
2023-11-15 18:26:48.000,PRBBC,-23.58501118597225,-46.478473532386495
2023-11-15 18:26:52.000,PRBBC,-23.586674201523312,-46.47687864503667
2023-11-15 18:26:56.000,PRBBC,-23.587263257339654,-46.4734805445804
2023-11-15 18:27:00.000,PRBBC,-23.58854039864581,-46.470683515159614
2023-11-15 18:27:04.000,PRBBC,-23.58984998070707,-46.469846796956816
2023-11-15 18:27:08.000,PRBBC,-23.59111004793159,-46.46654090626167
2023-11-15 18:27:12.000,PRBBC,-23.59200643721733,-46.46414345247243
2023-11-15 18:27:16.000,PRBBC,-23.593737749094924,-46.46342968061779
2023-11-15 18:27:20.000,PRBBC,-23.596152024237842,-46.46015794168603
2023-11-15 18:27:24.000,PRBBC,-23.598731917972604,-46.45683839028553
2023-11-15 18:27:28.000,PRBBC,-23.598067736197073,-46.456800823345816
2023-11-15 18:27:32.000,PRBBC,-23.599204870033837,-46.453453950534616
2023-11-15 18:27:36.000,PRBBC,-23.600104674135903,-46.45036321594877
2023-11-15 18:27:40.000,PRBBC,-23.600142237115495,-46.44897323917922
2023-11-15 18:27:44.000,PRBBC,-23.601038626401234,-46.44525752732352
2023-11-15 18:27:48.000,PRBBC,-23.601747200789006,-46.44220435967739
2023-11-15 18:27:52.000,PRBBC,-23.601742078564516,-46.440954405137695
2023-11-15 18:27:56.000,PRBBC,-23.602916775380873,-46.43696206399862
2023-11-15 18:28:00.000,PRBBC,-23.60331289407476,-46.43403867305333
2023-11-15 18:28:04.000,PRBBC,-23.602991901340058,-46.432993629093914
2023-11-15 18:28:08.000,PRBBC,-23.60341533856456,-46.429452091231454
2023-11-15 18:28:12.000,PRBBC,-23.60383365356457,-46.426607249341934
