"dthr","indicativo","lat","lon"
2023-11-15 18:24:59.000,PRBBC,-23.59385556025819,-46.55010685607515
2023-11-15 18:25:03.000,PRBBC,-23.594403638278614,-46.547685496051535
2023-11-15 18:25:07.000,PRBBC,-23.59435070862555,-46.54503190403695
2023-11-15 18:25:11.000,PRBBC,-23.594263630809223,-46.542327084377284
2023-11-15 18:25:15.000,PRBBC,-23.59222498546223,-46.53897338121341
2023-11-15 18:25:19.000,PRBBC,-23.591190296115265,-46.53579385204277
2023-11-15 18:25:23.000,PRBBC,-23.590879547829545,-46.53271336298593
2023-11-15 18:25:27.000,PRBBC,-23.59067636625811,-46.530558386716685
2023-11-15 18:25:31.000,PRBBC,-23.590450988380553,-46.52753254048125
2023-11-15 18:25:35.000,PRBBC,-23.59041854762545,-46.524421314837376
2023-11-15 18:25:39.000,PRBBC,-23.590225610502998,-46.5225702892622
2023-11-15 18:25:43.000,PRBBC,-23.59002584374789,-46.51955127337945
2023-11-15 18:25:47.000,PRBBC,-23.589441910156037,-46.51680205642739
2023-11-15 18:25:51.000,PRBBC,-23.58931897676828,-46.51486565144377
2023-11-15 18:25:55.000,PRBBC,-23.58906115813562,-46.51188420250073
2023-11-15 18:25:59.000,PRBBC,-23.588755532074387,-46.508953981202765
2023-11-15 18:26:03.000,PRBBC,-23.588159646625392,-46.507147352919986
2023-11-15 18:26:07.000,PRBBC,-23.587934268747837,-46.504206886093
2023-11-15 18:26:11.000,PRBBC,-23.587488635217213,-46.50140644149588
2023-11-15 18:26:15.000,PRBBC,-23.587280331421287,-46.50017697801422
2023-11-15 18:26:19.000,PRBBC,-23.58705495354373,-46.496546645566966
2023-11-15 18:26:23.000,PRBBC,-23.586829575666176,-46.49362666979801
2023-11-15 18:26:27.000,PRBBC,-23.586153442033503,-46.492581625838596
2023-11-15 18:26:31.000,PRBBC,-23.5855951195641,-46.489101561150214
2023-11-15 18:26:35.000,PRBBC,-23.585096556380417,-46.486311362082105
2023-11-15 18:26:39.000,PRBBC,-23.58486605627837,-46.484976028133964
2023-11-15 18:26:44.000,PRBBC,-23.584389689400805,-46.481567682148686
2023-11-15 18:26:48.000,PRBBC,-23.58501118597225,-46.478473532386495
2023-11-15 18:26:52.000,PRBBC,-23.586674201523312,-46.47687864503667
2023-11-15 18:26:56.000,PRBBC,-23.587263257339654,-46.4734805445804
2023-11-15 18:27:00.000,PRBBC,-23.58854039864581,-46.470683515159614
2023-11-15 18:27:04.000,PRBBC,-23.58984998070707,-46.469846796956816
2023-11-15 18:27:08.000,PRBBC,-23.59111004793159,-46.46654090626167
2023-11-15 18:27:12.000,PRBBC,-23.59200643721733,-46.46414345247243
2023-11-15 18:27:16.000,PRBBC,-23.593737749094924,-46.46342968061779
2023-11-15 18:27:20.000,PRBBC,-23.596152024237842,-46.46015794168603
2023-11-15 18:27:24.000,PRBBC,-23.598731917972604,-46.45683839028553
2023-11-15 18:27:28.000,PRBBC,-23.598067736197073,-46.456800823345816
2023-11-15 18:27:32.000,PRBBC,-23.599204870033837,-46.453453950534616
2023-11-15 18:27:36.000,PRBBC,-23.600104674135903,-46.45036321594877
2023-11-15 18:27:40.000,PRBBC,-23.600142237115495,-46.44897323917922
2023-11-15 18:27:44.000,PRBBC,-23.601038626401234,-46.44525752732352
2023-11-15 18:27:48.000,PRBBC,-23.601747200789006,-46.44220435967739
2023-11-15 18:27:52.000,PRBBC,-23.601742078564516,-46.440954405137695
2023-11-15 18:27:56.000,PRBBC,-23.602916775380873,-46.43696206399862
2023-11-15 18:28:00.000,PRBBC,-23.60331289407476,-46.43403867305333
2023-11-15 18:28:04.000,PRBBC,-23.602991901340058,-46.432993629093914
2023-11-15 18:28:08.000,PRBBC,-23.60341533856456,-46.429452091231454
2023-11-15 18:28:12.000,PRBBC,-23.60383365356457,-46.426607249341934
2023-11-15 18:28:16.000,PRBBC,-23.604407342707443,-46.42509091104788
2023-11-15 18:28:20.000,PRBBC,-23.605276413462565,-46.42147423930599
2023-11-15 18:28:24.000,PRBBC,-23.60697186976873,-46.41820250037422
2023-11-15 18:28:28.000,PRBBC,-23.607636051544258,-46.41638904173877
2023-11-15 18:28:32.000,PRBBC,-23.60899856325858,-46.413445159735446
2023-11-15 18:28:36.000,PRBBC,-23.610125452646365,-46.41067203654902
2023-11-15 18:28:40.000,PRBBC,-23.610533523197393,-46.40915228307863
2023-11-15 18:28:44.000,PRBBC,-23.611546016238236,-46.406396235773904
2023-11-15 18:28:48.000,PRBBC,-23.612447527748465,-46.403722152701285
2023-11-15 18:28:52.000,PRBBC,-23.61305365764644,-46.40187454230245
2023-11-15 18:28:56.000,PRBBC,-23.6137349135036,-46.39913557087941
2023-11-15 18:29:00.000,PRBBC,-23.61444348789137,-46.396331711105944
2023-11-15 18:29:04.000,PRBBC,-23.614556176830153,-46.39454557388119
2023-11-15 18:29:08.000,PRBBC,-23.615257921585272,-46.39181001763449
2023-11-15 18:29:12.000,PRBBC,-23.615821366279164,-46.389211068441305
2023-11-15 18:29:16.000,PRBBC,-23.616144066422027,-46.38820359142161
2023-11-15 18:29:20.000,PRBBC,-23.61672800001388,-46.38581638316137
2023-11-15 18:29:24.000,PRBBC,-23.61735120399349,-46.38342917490114
2023-11-15 18:29:28.000,PRBBC,-23.618122952483304,-46.3814278815671
2023-11-15 18:29:32.000,PRBBC,-23.61752194480982,-46.37772241524041
2023-11-15 18:29:36.000,PRBBC,-23.617774641217988,-46.375147372281596
2023-11-15 18:29:40.000,PRBBC,-23.618520778585356,-46.373586636695144
2023-11-15 18:29:44.000,PRBBC,-23.61893226395271,-46.37106282138139
2023-11-15 18:29:48.000,PRBBC,-23.61941546046293,-46.36855949712567
2023-11-15 18:29:52.000,PRBBC,-23.61997378293233,-46.36511358420068
2023-11-15 18:29:56.000,PRBBC,-23.62034429050377,-46.36211164419961
2023-11-15 18:30:00.000,PRBBC,-23.62088041666705,-46.35935901207122
2023-11-15 18:30:04.000,PRBBC,-23.621148479748687,-46.35752506237773
2023-11-15 18:30:08.000,PRBBC,-23.622044869034426,-46.35460167143244
2023-11-15 18:30:12.000,PRBBC,-23.622553676667092,-46.352036874002636
2023-11-15 18:30:16.000,PRBBC,-23.622601484095664,-46.35047613841619
2023-11-15 18:30:20.000,PRBBC,-23.62305223985078,-46.347959153455115
2023-11-15 18:30:24.000,PRBBC,-23.623668614197733,-46.34535678908559
2023-11-15 18:30:28.000,PRBBC,-23.624093758830394,-46.34343745998366
2023-11-15 18:30:32.000,PRBBC,-23.624565003483468,-46.340872662553856
2023-11-15 18:30:36.000,PRBBC,-23.625096007422258,-46.33822931606827
2023-11-15 18:30:40.000,PRBBC,-23.62537431495288,-46.336924718707174
2023-11-15 18:30:44.000,PRBBC,-23.625744822524315,-46.33393643941146
2023-11-15 18:30:48.000,PRBBC,-23.62660364883046,-46.33109159752194
2023-11-15 18:30:53.000,PRBBC,-23.627161971299863,-46.32967088416535
2023-11-15 18:30:57.000,PRBBC,-23.628051530952945,-46.32633425688317
2023-11-15 18:31:01.000,PRBBC,-23.628534727463162,-46.32389240580153
2023-11-15 18:31:05.000,PRBBC,-23.629113538830524,-46.32244437103424
2023-11-15 18:31:09.000,PRBBC,-23.629864798422382,-46.31922727492388
2023-11-15 18:31:13.000,PRBBC,-23.630621180238727,-46.3165566070276
2023-11-15 18:31:17.000,PRBBC,-23.63103437301425,-46.31510515708396
2023-11-15 18:31:21.000,PRBBC,-23.632256877259177,-46.311512391576436
2023-11-15 18:31:25.000,PRBBC,-23.632214192055095,-46.30943254918662
2023-11-15 18:31:29.000,PRBBC,-23.632927888667357,-46.307755697604684
2023-11-15 18:31:33.000,PRBBC,-23.63401721507555,-46.304238065976584
2023-11-15 18:31:37.000,PRBBC,-23.634386015238825,-46.301768893484244
2023-11-15 18:31:41.000,PRBBC,-23.634493581953112,-46.300525769297224
2023-11-15 18:31:45.000,PRBBC,-23.635304600830683,-46.29717206613335
2023-11-15 18:31:49.000,PRBBC,-23.6359739048307,-46.294457000944675
2023-11-15 18:31:53.000,PRBBC,-23.636554423606224,-46.29292017159259
2023-11-15 18:31:57.000,PRBBC,-23.637251046136857,-46.28956646842872
2023-11-15 18:32:01.000,PRBBC,-23.63781449083075,-46.28685823359272
2023-11-15 18:32:05.000,PRBBC,-23.638253294728717,-46.28536580153303
2023-11-15 18:32:09.000,PRBBC,-23.63884405795322,-46.282036004603526
2023-11-15 18:32:13.000,PRBBC,-23.639407502647114,-46.27924580553541
2023-11-15 18:32:17.000,PRBBC,-23.639434821177726,-46.277855828765865
2023-11-15 18:32:21.000,PRBBC,-23.639965825116516,-46.27462165677382
2023-11-15 18:32:25.000,PRBBC,-23.64066244764715,-46.27164362300712
2023-11-15 18:32:29.000,PRBBC,-23.64124125901451,-46.269744784963216
2023-11-15 18:32:33.000,PRBBC,-23.64207788901453,-46.26602224275484
2023-11-15 18:32:37.000,PRBBC,-23.642533766994134,-46.26305445451715
2023-11-15 18:32:41.000,PRBBC,-23.64233570764719,-46.26154836175212
2023-11-15 18:32:45.000,PRBBC,-23.642400589157397,-46.25817758270655
2023-11-15 18:32:49.000,PRBBC,-23.642373270626784,-46.2549604865962
2023-11-15 18:32:53.000,PRBBC,-23.64205740011657,-46.253522697357916
2023-11-15 18:32:57.000,PRBBC,-23.642137648300245,-46.24981381585489
2023-11-15 18:33:01.000,PRBBC,-23.6423305854227,-46.24669917503468
2023-11-15 18:33:05.000,PRBBC,-23.642277655769636,-46.24522723403302
2023-11-15 18:33:09.000,PRBBC,-23.64230326689209,-46.241675450641544
2023-11-15 18:33:13.000,PRBBC,-23.64222301870841,-46.23897404615822
2023-11-15 18:33:17.000,PRBBC,-23.642550841075767,-46.23720156963882
2023-11-15 18:33:21.000,PRBBC,-23.642690848545158,-46.233543915780864
2023-11-15 18:33:25.000,PRBBC,-23.642803537483935,-46.230685413185995
2023-11-15 18:33:29.000,PRBBC,-23.642771096728833,-46.22925103912405
2023-11-15 18:33:33.000,PRBBC,-23.642856467136998,-46.22567876467455
2023-11-15 18:33:37.000,PRBBC,-23.64299647460639,-46.222792940668974
2023-11-15 18:33:41.000,PRBBC,-23.64301696350435,-46.22128684790394
2023-11-15 18:33:45.000,PRBBC,-23.64315697097374,-46.2176121181643
2023-11-15 18:33:49.000,PRBBC,-23.64316209319823,-46.21469897274802
2023-11-15 18:33:53.000,PRBBC,-23.64366065638192,-46.21333973256551
2023-11-15 18:33:57.000,PRBBC,-23.643296978443132,-46.2098391768191
2023-11-15 18:34:01.000,PRBBC,-23.64315697097374,-46.20682357611269
2023-11-15 18:34:05.000,PRBBC,-23.643044282034964,-46.205092081709346
2023-11-15 18:34:09.000,PRBBC,-23.643452352585996,-46.20158128043392
2023-11-15 18:34:13.000,PRBBC,-23.643044282034964,-46.19877742066046
2023-11-15 18:34:17.000,PRBBC,-23.642791585626792,-46.19699128343571
2023-11-15 18:34:21.000,PRBBC,-23.642518400320665,-46.19327215640367
2023-11-15 18:34:25.000,PRBBC,-23.642040326034937,-46.190516109098944
2023-11-15 18:34:30.000,PRBBC,-23.64204715566759,-46.18876070846123
2023-11-15 18:34:34.000,PRBBC,-23.642014714912488,-46.18504841178187
2023-11-15 18:34:38.000,PRBBC,-23.642014714912488,-46.1819918289594
2023-11-15 18:34:42.000,PRBBC,-23.64204715566759,-46.17942020117692
2023-11-15 18:34:46.000,PRBBC,-23.642127403851266,-46.17629873000403
2023-11-15 18:34:50.000,PRBBC,-23.642100085320653,-46.17331728106099
2023-11-15 18:34:54.000,PRBBC,-23.641884951892077,-46.17187266147003
2023-11-15 18:34:58.000,PRBBC,-23.641879829667587,-46.16801692738448
2023-11-15 18:35:02.000,PRBBC,-23.641852511136975,-46.16511402749722
2023-11-15 18:35:06.000,PRBBC,-23.641799581483912,-46.16375137213837
2023-11-15 18:35:10.000,PRBBC,-23.641879829667587,-46.159830749702394
2023-11-15 18:35:14.000,PRBBC,-23.641965200075752,-46.1568527159357
2023-11-15 18:35:18.000,PRBBC,-23.64174665183085,-46.15564032833572
2023-11-15 18:35:22.000,PRBBC,-23.64174665183085,-46.15186314330594
2023-11-15 18:35:26.000,PRBBC,-23.641939588953303,-46.14872118107502
2023-11-15 18:35:30.000,PRBBC,-23.64174665183085,-46.14750879347505
2023-11-15 18:35:34.000,PRBBC,-23.6417722629533,-46.14370428703456
2023-11-15 18:35:38.000,PRBBC,-23.64174665183085,-46.140866275497714
2023-11-15 18:35:42.000,PRBBC,-23.641719333300234,-46.13954118707859
2023-11-15 18:35:46.000,PRBBC,-23.641611766585946,-46.1328747628669
2023-11-15 18:35:50.000,PRBBC,-23.641471759116556,-46.1315701655058
2023-11-15 18:35:54.000,PRBBC,-23.641306140524716,-46.12791251164784
2023-11-15 18:35:58.000,PRBBC,-23.641253210871653,-46.125040348347625
2023-11-15 18:36:02.000,PRBBC,-23.64111832562675,-46.12365037157807
2023-11-15 18:36:06.000,PRBBC,-23.641085884871647,-46.11983561960857
2023-11-15 18:36:10.000,PRBBC,-23.64100563668797,-46.11697370183737
2023-11-15 18:36:14.000,PRBBC,-23.64100563668797,-46.11410836888982
2023-11-15 18:36:18.000,PRBBC,-23.640759769912457,-46.11177921862733
2023-11-15 18:36:22.000,PRBBC,-23.640785381034906,-46.10868506886514
2023-11-15 18:36:26.000,PRBBC,-23.64070513285123,-46.105905115326046
2023-11-15 18:36:30.000,PRBBC,-23.64042682532061,-46.10366817482468
2023-11-15 18:36:34.000,PRBBC,-23.64028681785122,-46.10087456058024
2023-11-15 18:36:38.000,PRBBC,-23.640372188259384,-46.097992151751
2023-11-15 18:36:42.000,PRBBC,-23.640153640014482,-46.095724474662596
2023-11-15 18:36:46.000,PRBBC,-23.640233888198157,-46.09270887395618
2023-11-15 18:36:50.000,PRBBC,-23.640319258606322,-46.0899664873568
2023-11-15 18:36:54.000,PRBBC,-23.64012632148387,-46.087852493203606
2023-11-15 18:36:58.000,PRBBC,-23.64029194007571,-46.0849188567293
2023-11-15 18:37:02.000,PRBBC,-23.640484877198162,-46.08222769777499
2023-11-15 18:37:06.000,PRBBC,-23.640592443912453,-46.079994172449965
2023-11-15 18:37:10.000,PRBBC,-23.640925388504296,-46.077022969035944
2023-11-15 18:37:14.000,PRBBC,-23.641203696034918,-46.07441718949008
2023-11-15 18:37:18.000,PRBBC,-23.64139151093288,-46.07212902134365
2023-11-15 18:37:22.000,PRBBC,-23.64167152587166,-46.0693080856885
2023-11-15 18:37:27.000,PRBBC,-23.641972029708406,-46.06665790885024
2023-11-15 18:37:31.000,PRBBC,-23.642170089055348,-46.06437315588015
2023-11-15 18:37:35.000,PRBBC,-23.64258328183087,-46.061419028347814
2023-11-15 18:37:39.000,PRBBC,-23.64299647460639,-46.05874153009886
2023-11-15 18:37:43.000,PRBBC,-23.643247463606397,-46.056449946776084
2023-11-15 18:37:47.000,PRBBC,-23.643612848953346,-46.05360168971023
2023-11-15 18:37:51.000,PRBBC,-23.64398847874927,-46.05082173617113
2023-11-15 18:37:55.000,PRBBC,-23.644046530626827,-46.048724817899625
2023-11-15 18:37:59.000,PRBBC,-23.644299227034995,-46.045972185771234
2023-11-15 18:38:03.000,PRBBC,-23.644562167892147,-46.043274196464246
2023-11-15 18:38:07.000,PRBBC,-23.644679979055415,-46.04091430961472
2023-11-15 18:38:11.000,PRBBC,-23.644932675463583,-46.03803873113816
2023-11-15 18:38:15.000,PRBBC,-23.645088049606443,-46.035436366768636
2023-11-15 18:38:19.000,PRBBC,-23.64506585330032,-46.03332920296811
2023-11-15 18:38:23.000,PRBBC,-23.645366357137064,-46.030409227199165
2023-11-15 18:38:27.000,PRBBC,-23.64558149056564,-46.027694162010484
2023-11-15 18:38:31.000,PRBBC,-23.645608809096252,-46.02548454291983
2023-11-15 18:38:35.000,PRBBC,-23.64583418697381,-46.02266019208834
2023-11-15 18:38:39.000,PRBBC,-23.646074931524836,-46.019921220665296
2023-11-15 18:38:43.000,PRBBC,-23.646160301933,-46.017708186398295
2023-11-15 18:38:47.000,PRBBC,-23.646412998341173,-46.01494872391723
2023-11-15 18:38:51.000,PRBBC,-23.64667593919832,-46.01212778826208
2023-11-15 18:38:55.000,PRBBC,-23.646733991075873,-46.00991133881874
2023-11-15 18:38:59.000,PRBBC,-23.646933757830983,-46.00701526928415
2023-11-15 18:39:03.000,PRBBC,-23.647142061626905,-46.00411236939689
2023-11-15 18:39:07.000,PRBBC,-23.647147183851395,-46.00178663431074
2023-11-15 18:39:11.000,PRBBC,-23.647259872790173,-45.99888714959982
2023-11-15 18:39:15.000,PRBBC,-23.647389635810583,-45.99606279876832
2023-11-15 18:39:19.000,PRBBC,-23.647420369157526,-45.993668760155415
2023-11-15 18:39:23.000,PRBBC,-23.647507446973854,-45.99072829332844
2023-11-15 18:39:27.000,PRBBC,-23.64758257293304,-45.987955170142016
2023-11-15 18:39:31.000,PRBBC,-23.647667943341204,-45.98559528329248
2023-11-15 18:39:35.000,PRBBC,-23.64789332121876,-45.98266506199452
2023-11-15 18:39:39.000,PRBBC,-23.647988936075908,-45.980004639627246
2023-11-15 18:39:43.000,PRBBC,-23.648101625014686,-45.97819801134447
2023-11-15 18:39:47.000,PRBBC,-23.64830139176979,-45.97494676347073
2023-11-15 18:39:51.000,PRBBC,-23.648514817790204,-45.971733082536716
2023-11-15 18:39:55.000,PRBBC,-23.648595065973883,-45.970124534481535
2023-11-15 18:39:59.000,PRBBC,-23.648767514198376,-45.966582996619074
2023-11-15 18:40:03.000,PRBBC,-23.648922888341236,-45.963826949314345
2023-11-15 18:40:07.000,PRBBC,-23.648922888341236,-45.963826949314345
2023-11-15 18:40:11.000,PRBBC,-23.649120947688182,-45.95839681893699
2023-11-15 18:40:15.000,PRBBC,-23.649283151463695,-45.955715905511695
2023-11-15 18:40:19.000,PRBBC,-23.64922851440247,-45.954175660983275
2023-11-15 18:40:23.000,PRBBC,-23.64936852187186,-45.950176489491525
2023-11-15 18:40:27.000,PRBBC,-23.649448770055535,-45.94739995112877
2023-11-15 18:40:31.000,PRBBC,-23.649448770055535,-45.94514593474572
2023-11-15 18:40:35.000,PRBBC,-23.649481210810638,-45.94229767767986
2023-11-15 18:40:39.000,PRBBC,-23.64952389601472,-45.93959968837287
2023-11-15 18:40:43.000,PRBBC,-23.649609266422885,-45.937014399885044
2023-11-15 18:40:47.000,PRBBC,-23.649721955361667,-45.934046611647354
2023-11-15 18:40:51.000,PRBBC,-23.649829522075954,-45.931188109052485
2023-11-15 18:40:55.000,PRBBC,-23.64988928136167,-45.9288316373793
2023-11-15 18:40:59.000,PRBBC,-23.650001970300448,-45.92590483125767
2023-11-15 18:41:03.000,PRBBC,-23.650077096259633,-45.92315219912927
2023-11-15 18:41:07.000,PRBBC,-23.650188077790247,-45.92067278110792
2023-11-15 18:41:11.000,PRBBC,-23.65027515560658,-45.9177562205153
2023-11-15 18:41:15.000,PRBBC,-23.650403211218826,-45.914918208978456
2023-11-15 18:41:19.000,PRBBC,-23.65046297050454,-45.912599304244985
2023-11-15 18:41:23.000,PRBBC,-23.650548340912707,-45.90980569000053
2023-11-15 18:41:27.000,PRBBC,-23.650650785402505,-45.90701549093242
2023-11-15 18:41:31.000,PRBBC,-23.65078908546373,-45.904488260442335
2023-11-15 18:41:35.000,PRBBC,-23.650901774402513,-45.90160243643676
2023-11-15 18:41:39.000,PRBBC,-23.651036659647414,-45.898822482897664
2023-11-15 18:41:43.000,PRBBC,-23.65114934858619,-45.89651040851687
2023-11-15 18:41:47.000,PRBBC,-23.65126203752497,-45.89350163816312
2023-11-15 18:41:51.000,PRBBC,-23.651362774606607,-45.89080364885614
2023-11-15 18:41:55.000,PRBBC,-23.651449852422935,-45.88825934248436
2023-11-15 18:41:59.000,PRBBC,-23.651588152484162,-45.88513787131147
2023-11-15 18:42:03.000,PRBBC,-23.65169571919845,-45.882334011538006
2023-11-15 18:42:07.000,PRBBC,-23.651803285912738,-45.87998778539383
2023-11-15 18:42:11.000,PRBBC,-23.651948415606622,-45.87695852398206
2023-11-15 18:42:15.000,PRBBC,-23.65205086009642,-45.87420589185367
2023-11-15 18:42:19.000,PRBBC,-23.652163549035198,-45.87187332641484
2023-11-15 18:42:23.000,PRBBC,-23.652301849096425,-45.86891578370617
2023-11-15 18:42:27.000,PRBBC,-23.652409415810713,-45.86605045075862
2023-11-15 18:42:31.000,PRBBC,-23.652464052871938,-45.86367007285107
2023-11-15 18:42:35.000,PRBBC,-23.652549423280107,-45.860569092736206
2023-11-15 18:42:39.000,PRBBC,-23.65259723070868,-45.857976973895695
2023-11-15 18:42:43.000,PRBBC,-23.652682601116844,-45.85565465398588
2023-11-15 18:42:47.000,PRBBC,-23.652769678933172,-45.852676620219185
2023-11-15 18:42:51.000,PRBBC,-23.652849927116847,-45.849865930093046
2023-11-15 18:42:55.000,PRBBC,-23.65290285676991,-45.847570931593935
2023-11-15 18:42:59.000,PRBBC,-23.653015545708687,-45.84468510758836
2023-11-15 18:43:03.000,PRBBC,-23.653090671667876,-45.84193247545997
2023-11-15 18:43:07.000,PRBBC,-23.653203360606653,-45.83962040107917
2023-11-15 18:43:11.000,PRBBC,-23.65331604954543,-45.836717501191906
2023-11-15 18:43:15.000,PRBBC,-23.65342361625972,-45.83402975741394
2023-11-15 18:43:19.000,PRBBC,-23.653536305198497,-45.831745004443846
2023-11-15 18:43:23.000,PRBBC,-23.65359435707605,-45.82876355550081
2023-11-15 18:43:27.000,PRBBC,-23.65361655338217,-45.82614411524959
2023-11-15 18:43:31.000,PRBBC,-23.653643871912788,-45.823886683690205
2023-11-15 18:43:35.000,PRBBC,-23.65361655338217,-45.820925725805196
2023-11-15 18:43:39.000,PRBBC,-23.65358411262707,-45.81827554896694
2023-11-15 18:43:43.000,PRBBC,-23.653536305198497,-45.81585418894333
2023-11-15 18:43:47.000,PRBBC,-23.653536305198497,-45.81296836493775
2023-11-15 18:43:51.000,PRBBC,-23.65347142368829,-45.81028745151246
2023-11-15 18:43:55.000,PRBBC,-23.65347654591278,-45.80869939451531
2023-11-15 18:43:59.000,PRBBC,-23.65342361625972,-45.80495977642524
2023-11-15 18:44:03.000,PRBBC,-23.653391175504616,-45.80219689876783
2023-11-15 18:44:07.000,PRBBC,-23.653391175504616,-45.80065323906308
2023-11-15 18:44:11.000,PRBBC,-23.65331092732094,-45.79697167897076
2023-11-15 18:44:15.000,PRBBC,-23.65327848656584,-45.79425661378208
2023-11-15 18:44:19.000,PRBBC,-23.65328360879033,-45.7925934229055
2023-11-15 18:44:23.000,PRBBC,-23.653256290259716,-45.78896309045825
2023-11-15 18:44:27.000,PRBBC,-23.653198238382164,-45.786312913619994
2023-11-15 18:44:31.000,PRBBC,-23.653225556912776,-45.78462923168538
2023-11-15 18:44:36.000,PRBBC,-23.653198238382164,-45.78106037241222
2023-11-15 18:44:40.000,PRBBC,-23.653138479096448,-45.77830774028382
2023-11-15 18:44:44.000,PRBBC,-23.653198238382164,-45.77666162528893
2023-11-15 18:44:48.000,PRBBC,-23.65317091985155,-45.773116672250126
2023-11-15 18:44:52.000,PRBBC,-23.65311799019849,-45.77045624988286
2023-11-15 18:44:56.000,PRBBC,-23.653251168035226,-45.76873841618487
2023-11-15 18:45:00.000,PRBBC,-23.653256290259716,-45.76496806150776
2023-11-15 18:45:04.000,PRBBC,-23.65327848656584,-45.76233837572754
2023-11-15 18:45:08.000,PRBBC,-23.65331092732094,-45.76086301954954
2023-11-15 18:45:12.000,PRBBC,-23.65331092732094,-45.7570448524037
2023-11-15 18:45:16.000,PRBBC,-23.6533314162189,-45.754357108625726
2023-11-15 18:45:20.000,PRBBC,-23.65330580509645,-45.7527622212759
2023-11-15 18:45:24.000,PRBBC,-23.653358734749514,-45.74900211212781
2023-11-15 18:45:28.000,PRBBC,-23.653358734749514,-45.74621874341238
2023-11-15 18:45:32.000,PRBBC,-23.653386053280126,-45.74464093194424
2023-11-15 18:45:36.000,PRBBC,-23.653391175504616,-45.740805688916716
2023-11-15 18:45:40.000,PRBBC,-23.653358734749514,-45.73812136031508
2023-11-15 18:45:44.000,PRBBC,-23.653358734749514,-45.736454754262155
2023-11-15 18:45:48.000,PRBBC,-23.65341849403523,-45.732674154056035
2023-11-15 18:45:52.000,PRBBC,-23.65341337181074,-45.729942012985674
2023-11-15 18:45:56.000,PRBBC,-23.653498742218904,-45.728295897990776
2023-11-15 18:46:00.000,PRBBC,-23.65357899040258,-45.72450163707931
2023-11-15 18:46:04.000,PRBBC,-23.65361143115768,-45.72181389330133
2023-11-15 18:46:08.000,PRBBC,-23.65369167934136,-45.72010288995602
2023-11-15 18:46:12.000,PRBBC,-23.653664360810748,-45.71597735693976
2023-11-15 18:46:16.000,PRBBC,-23.653664360810748,-45.71317691234264
2023-11-15 18:46:20.000,PRBBC,-23.653799246055648,-45.71074189161367
2023-11-15 18:46:24.000,PRBBC,-23.653824857178098,-45.70774336678895
2023-11-15 18:46:28.000,PRBBC,-23.653718997871973,-45.70488486419408
2023-11-15 18:46:32.000,PRBBC,-23.653799246055648,-45.70233714264596
2023-11-15 18:46:36.000,PRBBC,-23.653718997871973,-45.69929422052884
2023-11-15 18:46:40.000,PRBBC,-23.653631920055645,-45.69651085181341
2023-11-15 18:46:44.000,PRBBC,-23.653606308933192,-45.69398362132332
2023-11-15 18:46:48.000,PRBBC,-23.65357899040258,-45.69124123472394
2023-11-15 18:46:52.000,PRBBC,-23.653498742218904,-45.68829735272062
